STATE_DISTRICT,Year,Total_Crimes,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls
ARUNACHAL PRADESH_ANJAW,2007,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_ANJAW,2008,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_ANJAW,2009,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_ANJAW,2010,3.0,1,0,0,0,0,2,0
ARUNACHAL PRADESH_CHANGLANG,2001,6.0,1,2,0,3,0,0,0
ARUNACHAL PRADESH_CHANGLANG,2002,7.0,3,2,0,0,0,2,0
ARUNACHAL PRADESH_CHANGLANG,2003,13.0,4,7,0,0,0,2,0
ARUNACHAL PRADESH_CHANGLANG,2004,16.0,9,5,0,1,0,1,0
ARUNACHAL PRADESH_CHANGLANG,2005,9.0,2,5,0,1,0,1,0
ARUNACHAL PRADESH_CHANGLANG,2006,10.0,4,4,0,0,0,2,0
ARUNACHAL PRADESH_CHANGLANG,2007,18.0,7,2,0,5,0,4,0
ARUNACHAL PRADESH_CHANGLANG,2008,11.0,2,4,0,5,0,0,0
ARUNACHAL PRADESH_CHANGLANG,2009,21.0,8,6,0,3,0,4,0
ARUNACHAL PRADESH_CHANGLANG,2010,19.0,4,4,0,10,0,1,0
ARUNACHAL PRADESH_DIBANG VALLEY,2001,12.0,2,4,0,4,0,2,0
ARUNACHAL PRADESH_DIBANG VALLEY,2002,19.0,5,5,0,4,0,5,0
ARUNACHAL PRADESH_DIBANG VALLEY,2003,10.0,2,2,0,1,0,5,0
ARUNACHAL PRADESH_DIBANG VALLEY,2004,3.0,3,0,0,0,0,0,0
ARUNACHAL PRADESH_DIBANG VALLEY,2005,9.0,0,4,0,5,0,0,0
ARUNACHAL PRADESH_DIBANG VALLEY,2006,5.0,2,2,0,1,0,0,0
ARUNACHAL PRADESH_DIBANG VALLEY,2007,11.0,2,3,0,5,0,1,0
ARUNACHAL PRADESH_DIBANG VALLEY,2008,18.0,3,4,0,9,0,2,0
ARUNACHAL PRADESH_DIBANG VALLEY,2009,10.0,3,4,0,2,0,1,0
ARUNACHAL PRADESH_DIBANG VALLEY,2010,8.0,3,3,0,2,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2001,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2002,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2003,2.0,0,2,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2004,1.0,0,1,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2005,3.0,1,2,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2006,4.0,2,2,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2007,6.0,1,4,0,0,0,1,0
ARUNACHAL PRADESH_K/KUMEY,2008,7.0,2,2,0,2,0,1,0
ARUNACHAL PRADESH_K/KUMEY,2009,5.0,5,0,0,0,0,0,0
ARUNACHAL PRADESH_K/KUMEY,2010,1.0,0,1,0,0,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2001,12.0,2,5,0,5,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2002,10.0,1,3,0,6,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2003,13.0,0,2,0,10,0,1,0
ARUNACHAL PRADESH_KAMENG EAST,2004,6.0,0,2,0,4,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2005,12.0,2,3,0,5,0,2,0
ARUNACHAL PRADESH_KAMENG EAST,2006,3.0,1,0,0,2,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2007,11.0,1,0,0,10,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2008,9.0,5,4,0,0,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2009,7.0,3,3,0,1,0,0,0
ARUNACHAL PRADESH_KAMENG EAST,2010,6.0,1,3,0,2,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2001,2.0,0,2,0,0,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2002,1.0,0,1,0,0,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2003,1.0,1,0,0,0,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2004,5.0,2,2,0,1,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2005,3.0,0,1,0,2,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2006,7.0,2,2,0,3,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2007,3.0,1,0,0,2,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2008,6.0,0,2,0,4,0,0,0
ARUNACHAL PRADESH_KAMENG WEST,2009,7.0,1,0,0,5,0,1,0
ARUNACHAL PRADESH_KAMENG WEST,2010,8.0,0,3,0,5,0,0,0
ARUNACHAL PRADESH_LOHIT,2001,16.0,2,6,0,8,0,0,0
ARUNACHAL PRADESH_LOHIT,2002,14.0,3,3,0,8,0,0,0
ARUNACHAL PRADESH_LOHIT,2003,21.0,1,14,0,5,0,1,0
ARUNACHAL PRADESH_LOHIT,2004,18.0,5,5,0,8,0,0,0
ARUNACHAL PRADESH_LOHIT,2005,15.0,3,4,0,7,0,1,0
ARUNACHAL PRADESH_LOHIT,2006,15.0,3,8,0,3,0,1,0
ARUNACHAL PRADESH_LOHIT,2007,21.0,5,12,0,4,0,0,0
ARUNACHAL PRADESH_LOHIT,2008,5.0,3,1,0,1,0,0,0
ARUNACHAL PRADESH_LOHIT,2009,15.0,8,2,0,5,0,0,0
ARUNACHAL PRADESH_LOHIT,2010,19.0,9,3,0,7,0,0,0
ARUNACHAL PRADESH_PAPUM PARE,2001,23.0,9,5,0,6,0,3,0
ARUNACHAL PRADESH_PAPUM PARE,2002,20.0,3,6,0,9,1,1,0
ARUNACHAL PRADESH_PAPUM PARE,2003,19.0,3,8,0,7,0,1,0
ARUNACHAL PRADESH_PAPUM PARE,2004,16.0,4,4,0,8,0,0,0
ARUNACHAL PRADESH_PAPUM PARE,2005,19.0,6,7,0,4,0,2,0
ARUNACHAL PRADESH_PAPUM PARE,2006,32.0,5,10,0,14,1,2,0
ARUNACHAL PRADESH_PAPUM PARE,2007,39.0,8,8,0,15,0,8,0
ARUNACHAL PRADESH_PAPUM PARE,2008,33.0,7,10,0,12,1,3,0
ARUNACHAL PRADESH_PAPUM PARE,2009,31.0,11,3,0,10,6,1,0
ARUNACHAL PRADESH_PAPUM PARE,2010,27.0,4,9,0,13,0,1,0
ARUNACHAL PRADESH_RURAL,2001,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2002,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2003,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2004,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2005,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2006,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2007,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2008,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2009,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_RURAL,2010,10.0,3,2,0,5,0,0,0
ARUNACHAL PRADESH_SIANG EAST,2001,21.0,5,7,0,7,0,2,0
ARUNACHAL PRADESH_SIANG EAST,2002,34.0,11,8,0,14,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2003,23.0,9,9,0,4,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2004,33.0,11,10,0,11,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2005,34.0,13,5,0,15,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2006,23.0,7,4,0,11,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2007,24.0,8,3,0,12,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2008,17.0,5,5,0,6,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2009,19.0,9,3,0,6,0,1,0
ARUNACHAL PRADESH_SIANG EAST,2010,21.0,8,5,0,8,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2001,10.0,2,5,0,3,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2002,3.0,3,0,0,0,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2003,2.0,1,1,0,0,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2004,3.0,1,0,0,2,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2005,11.0,2,1,0,8,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2006,11.0,2,2,0,6,0,1,0
ARUNACHAL PRADESH_SIANG UPPER,2007,7.0,5,0,0,2,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2008,2.0,0,1,0,1,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2009,3.0,2,0,0,1,0,0,0
ARUNACHAL PRADESH_SIANG UPPER,2010,4.0,1,1,0,2,0,0,0
ARUNACHAL PRADESH_SIANG WEST,2001,43.0,4,10,0,25,2,2,0
ARUNACHAL PRADESH_SIANG WEST,2002,30.0,4,6,0,18,0,2,0
ARUNACHAL PRADESH_SIANG WEST,2003,16.0,5,4,0,6,0,1,0
ARUNACHAL PRADESH_SIANG WEST,2004,20.0,6,6,0,8,0,0,0
ARUNACHAL PRADESH_SIANG WEST,2005,12.0,3,4,0,5,0,0,0
ARUNACHAL PRADESH_SIANG WEST,2006,25.0,0,7,0,13,1,4,0
ARUNACHAL PRADESH_SIANG WEST,2007,17.0,3,5,0,5,1,3,0
ARUNACHAL PRADESH_SIANG WEST,2008,32.0,13,8,0,6,0,5,0
ARUNACHAL PRADESH_SIANG WEST,2009,19.0,5,4,0,6,0,4,0
ARUNACHAL PRADESH_SIANG WEST,2010,34.0,6,6,0,16,1,5,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2001,11.0,2,5,0,4,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2002,8.0,1,3,0,4,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2003,3.0,3,0,0,0,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2004,1.0,0,0,0,1,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2005,7.0,0,3,0,4,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2006,9.0,3,3,0,3,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2007,8.0,3,2,0,3,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2008,13.0,0,3,0,10,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2009,11.0,2,1,0,8,0,0,0
ARUNACHAL PRADESH_SUBANSIRI LOWER,2010,6.0,0,2,0,4,0,0,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2001,13.0,2,1,0,8,0,2,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2002,7.0,2,1,0,4,0,0,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2003,3.0,1,2,0,0,0,0,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2004,8.0,0,4,0,3,0,1,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2005,8.0,2,0,0,5,0,1,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2006,15.0,2,4,0,6,0,3,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2007,14.0,3,4,0,5,0,2,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2008,10.0,2,1,0,6,0,1,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2009,8.0,1,1,0,5,0,1,0
ARUNACHAL PRADESH_SUBANSIRI UPPER,2010,19.0,5,4,0,7,0,3,0
ARUNACHAL PRADESH_TAWANG,2001,7.0,1,0,0,5,1,0,0
ARUNACHAL PRADESH_TAWANG,2002,3.0,1,0,0,0,1,1,0
ARUNACHAL PRADESH_TAWANG,2003,1.0,0,0,0,1,0,0,0
ARUNACHAL PRADESH_TAWANG,2004,14.0,0,0,0,13,0,1,0
ARUNACHAL PRADESH_TAWANG,2005,3.0,1,0,0,1,0,1,0
ARUNACHAL PRADESH_TAWANG,2006,1.0,0,0,0,1,0,0,0
ARUNACHAL PRADESH_TAWANG,2007,3.0,1,0,0,2,0,0,0
ARUNACHAL PRADESH_TAWANG,2008,5.0,0,0,0,5,0,0,0
ARUNACHAL PRADESH_TAWANG,2009,0.0,0,0,0,0,0,0,0
ARUNACHAL PRADESH_TAWANG,2010,2.0,1,0,0,1,0,0,0
ARUNACHAL PRADESH_TIRAP,2001,4.0,1,3,0,0,0,0,0
ARUNACHAL PRADESH_TIRAP,2002,3.0,1,0,0,1,0,1,0
ARUNACHAL PRADESH_TIRAP,2003,12.0,1,0,0,9,0,2,0
ARUNACHAL PRADESH_TIRAP,2004,4.0,1,2,0,1,0,0,0
ARUNACHAL PRADESH_TIRAP,2005,5.0,0,0,0,5,0,0,0
ARUNACHAL PRADESH_TIRAP,2006,8.0,4,3,1,0,0,0,0
ARUNACHAL PRADESH_TIRAP,2007,3.0,0,1,0,2,0,0,0
ARUNACHAL PRADESH_TIRAP,2008,7.0,0,2,0,5,0,0,0
ARUNACHAL PRADESH_TIRAP,2009,8.0,1,1,0,6,0,0,0
ARUNACHAL PRADESH_TIRAP,2010,3.0,1,0,0,2,0,0,0
ASSAM_BARPETA,2001,250.0,28,88,10,29,0,95,0
ASSAM_BARPETA,2002,233.0,55,59,4,18,0,97,0
ASSAM_BARPETA,2003,250.0,61,56,6,15,0,112,0
ASSAM_BARPETA,2004,249.0,50,60,8,25,4,102,0
ASSAM_BARPETA,2005,260.0,56,66,8,25,0,105,0
ASSAM_BARPETA,2006,266.0,58,70,4,18,0,116,0
ASSAM_BARPETA,2007,370.0,83,81,10,16,0,180,0
ASSAM_BARPETA,2008,502.0,97,117,14,34,0,240,0
ASSAM_BARPETA,2009,586.0,123,98,29,130,0,206,0
ASSAM_BARPETA,2010,538.0,109,155,12,65,0,197,0
ASSAM_BASKA,2001,0.0,0,0,0,0,0,0,0
ASSAM_BASKA,2002,0.0,0,0,0,0,0,0,0
ASSAM_BASKA,2003,0.0,0,0,0,0,0,0,0
ASSAM_BASKA,2004,0.0,0,0,0,0,0,0,0
ASSAM_BASKA,2005,40.0,9,15,0,8,0,8,0
ASSAM_BASKA,2006,67.0,14,14,1,26,0,12,0
ASSAM_BASKA,2007,36.0,7,13,2,7,0,7,0
ASSAM_BASKA,2008,86.0,23,30,4,16,0,13,0
ASSAM_BASKA,2009,77.0,18,23,3,8,0,25,0
ASSAM_BASKA,2010,108.0,23,42,5,14,0,24,0
ASSAM_BONGAIGAON,2001,90.0,20,21,1,22,0,26,0
ASSAM_BONGAIGAON,2002,98.0,21,40,3,2,0,32,0
ASSAM_BONGAIGAON,2003,144.0,27,40,6,10,0,61,0
ASSAM_BONGAIGAON,2004,125.0,41,46,3,12,0,23,0
ASSAM_BONGAIGAON,2005,150.0,38,28,3,15,0,66,0
ASSAM_BONGAIGAON,2006,80.0,13,19,0,20,0,28,0
ASSAM_BONGAIGAON,2007,220.0,40,38,5,13,0,124,0
ASSAM_BONGAIGAON,2008,210.0,51,35,5,13,0,106,0
ASSAM_BONGAIGAON,2009,234.0,54,53,4,5,0,118,0
ASSAM_BONGAIGAON,2010,398.0,51,65,14,46,0,222,0
ASSAM_C.I.D.,2001,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2002,2.0,0,2,0,0,0,0,0
ASSAM_C.I.D.,2003,1.0,0,1,0,0,0,0,0
ASSAM_C.I.D.,2004,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2005,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2006,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2007,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2008,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2009,0.0,0,0,0,0,0,0,0
ASSAM_C.I.D.,2010,0.0,0,0,0,0,0,0,0
ASSAM_CACHAR,2001,422.0,45,74,7,80,0,216,0
ASSAM_CACHAR,2002,533.0,71,80,7,156,0,219,0
ASSAM_CACHAR,2003,515.0,70,95,3,118,0,229,0
ASSAM_CACHAR,2004,512.0,46,92,4,114,0,256,0
ASSAM_CACHAR,2005,653.0,51,99,4,165,0,334,0
ASSAM_CACHAR,2006,657.0,60,105,5,181,0,306,0
ASSAM_CACHAR,2007,561.0,58,105,4,30,0,364,0
ASSAM_CACHAR,2008,426.0,72,106,13,19,0,216,0
ASSAM_CACHAR,2009,733.0,70,131,23,29,1,479,0
ASSAM_CACHAR,2010,755.0,73,153,15,10,0,504,0
ASSAM_CHIRANG,2001,0.0,0,0,0,0,0,0,0
ASSAM_CHIRANG,2002,0.0,0,0,0,0,0,0,0
ASSAM_CHIRANG,2003,0.0,0,0,0,0,0,0,0
ASSAM_CHIRANG,2004,0.0,0,0,0,0,0,0,0
ASSAM_CHIRANG,2005,62.0,17,16,7,6,0,16,0
ASSAM_CHIRANG,2006,148.0,30,26,0,34,0,58,0
ASSAM_CHIRANG,2007,95.0,10,17,0,13,0,55,0
ASSAM_CHIRANG,2008,102.0,25,24,0,15,0,38,0
ASSAM_CHIRANG,2009,139.0,35,51,1,1,0,51,0
ASSAM_CHIRANG,2010,130.0,28,42,2,3,0,55,0
ASSAM_DARRANG,2001,197.0,48,47,9,56,0,37,0
ASSAM_DARRANG,2002,183.0,33,41,4,68,0,37,0
ASSAM_DARRANG,2003,264.0,53,63,7,93,0,48,0
ASSAM_DARRANG,2004,193.0,55,38,7,55,0,38,0
ASSAM_DARRANG,2005,191.0,47,30,4,65,0,45,0
ASSAM_DARRANG,2006,302.0,70,46,2,109,0,75,0
ASSAM_DARRANG,2007,297.0,61,40,3,111,1,81,0
ASSAM_DARRANG,2008,399.0,57,57,2,162,2,119,0
ASSAM_DARRANG,2009,558.0,80,96,7,139,0,236,0
ASSAM_DARRANG,2010,827.0,97,123,4,225,0,378,0
ASSAM_DHEMAJI,2001,88.0,42,20,0,26,0,0,0
ASSAM_DHEMAJI,2002,154.0,48,25,1,23,0,57,0
ASSAM_DHEMAJI,2003,111.0,43,10,0,14,0,44,0
ASSAM_DHEMAJI,2004,200.0,53,40,0,33,0,74,0
ASSAM_DHEMAJI,2005,174.0,52,20,4,31,0,67,0
ASSAM_DHEMAJI,2006,211.0,58,30,1,28,0,94,0
ASSAM_DHEMAJI,2007,259.0,70,28,0,40,0,121,0
ASSAM_DHEMAJI,2008,344.0,88,51,0,40,0,165,0
ASSAM_DHEMAJI,2009,278.0,62,63,1,42,0,110,0
ASSAM_DHEMAJI,2010,318.0,75,76,5,40,0,122,0
ASSAM_DHUBRI,2001,259.0,43,51,5,49,0,111,0
ASSAM_DHUBRI,2002,337.0,46,51,4,67,2,167,0
ASSAM_DHUBRI,2003,363.0,68,51,6,87,0,151,0
ASSAM_DHUBRI,2004,447.0,79,65,9,110,1,183,0
ASSAM_DHUBRI,2005,431.0,101,63,10,56,0,201,0
ASSAM_DHUBRI,2006,565.0,115,94,7,132,0,217,0
ASSAM_DHUBRI,2007,791.0,148,111,12,128,0,392,0
ASSAM_DHUBRI,2008,727.0,116,126,4,88,0,393,0
ASSAM_DHUBRI,2009,848.0,150,147,20,154,2,375,0
ASSAM_DHUBRI,2010,1397.0,181,224,16,250,7,719,0
ASSAM_DIBRUGARH,2001,135.0,35,37,3,41,0,19,0
ASSAM_DIBRUGARH,2002,174.0,45,58,1,27,0,43,0
ASSAM_DIBRUGARH,2003,133.0,38,39,0,28,0,28,0
ASSAM_DIBRUGARH,2004,243.0,58,68,4,50,0,63,0
ASSAM_DIBRUGARH,2005,206.0,57,51,4,41,0,53,0
ASSAM_DIBRUGARH,2006,205.0,53,56,4,48,0,44,0
ASSAM_DIBRUGARH,2007,116.0,55,2,0,29,0,30,0
ASSAM_DIBRUGARH,2008,270.0,46,60,4,60,0,100,0
ASSAM_DIBRUGARH,2009,191.0,46,6,3,44,0,92,0
ASSAM_DIBRUGARH,2010,294.0,54,31,6,51,0,152,0
ASSAM_G.R.P.,2001,1.0,1,0,0,0,0,0,0
ASSAM_G.R.P.,2002,0.0,0,0,0,0,0,0,0
ASSAM_G.R.P.,2003,2.0,0,1,0,1,0,0,0
ASSAM_G.R.P.,2004,14.0,2,3,0,2,0,7,0
ASSAM_G.R.P.,2005,8.0,2,2,0,4,0,0,0
ASSAM_G.R.P.,2006,1.0,1,0,0,0,0,0,0
ASSAM_G.R.P.,2007,18.0,3,3,0,0,0,12,0
ASSAM_G.R.P.,2008,15.0,5,8,0,2,0,0,0
ASSAM_G.R.P.,2009,0.0,0,0,0,0,0,0,0
ASSAM_G.R.P.,2010,8.0,0,7,0,0,0,1,0
ASSAM_GOALPARA,2001,189.0,35,35,1,54,0,64,0
ASSAM_GOALPARA,2002,231.0,40,29,2,67,0,93,0
ASSAM_GOALPARA,2003,297.0,60,47,2,36,0,152,0
ASSAM_GOALPARA,2004,231.0,50,51,3,8,0,119,0
ASSAM_GOALPARA,2005,258.0,40,69,3,2,0,142,2
ASSAM_GOALPARA,2006,290.0,55,35,4,45,0,151,0
ASSAM_GOALPARA,2007,244.0,51,39,4,45,0,105,0
ASSAM_GOALPARA,2008,283.0,66,64,4,32,0,117,0
ASSAM_GOALPARA,2009,435.0,90,89,2,2,0,252,0
ASSAM_GOALPARA,2010,513.0,119,117,4,10,0,263,0
ASSAM_GOLAGHAT,2001,119.0,30,40,0,23,0,26,0
ASSAM_GOLAGHAT,2002,174.0,42,60,0,36,0,36,0
ASSAM_GOLAGHAT,2003,211.0,67,60,0,26,0,58,0
ASSAM_GOLAGHAT,2004,242.0,62,70,0,31,0,79,0
ASSAM_GOLAGHAT,2005,242.0,54,70,0,27,0,91,0
ASSAM_GOLAGHAT,2006,254.0,63,70,1,44,0,76,0
ASSAM_GOLAGHAT,2007,271.0,64,58,0,50,0,99,0
ASSAM_GOLAGHAT,2008,224.0,42,50,0,46,0,86,0
ASSAM_GOLAGHAT,2009,286.0,35,97,0,46,0,108,0
ASSAM_GOLAGHAT,2010,314.0,40,84,9,33,0,148,0
ASSAM_GUWAHATI CITY,2001,271.0,37,64,5,67,0,98,0
ASSAM_GUWAHATI CITY,2002,320.0,60,144,6,41,0,69,0
ASSAM_GUWAHATI CITY,2003,413.0,38,184,4,52,0,135,0
ASSAM_GUWAHATI CITY,2004,419.0,88,228,3,45,0,55,0
ASSAM_GUWAHATI CITY,2005,288.0,38,93,6,37,0,114,0
ASSAM_GUWAHATI CITY,2006,477.0,33,108,6,180,0,150,0
ASSAM_GUWAHATI CITY,2007,342.0,71,135,6,24,0,106,0
ASSAM_GUWAHATI CITY,2008,546.0,59,97,5,169,0,216,0
ASSAM_GUWAHATI CITY,2009,777.0,54,231,9,162,0,321,0
ASSAM_GUWAHATI CITY,2010,741.0,70,322,12,119,0,218,0
ASSAM_HAILAKANDI,2001,115.0,24,34,2,27,0,28,0
ASSAM_HAILAKANDI,2002,131.0,24,42,1,30,0,34,0
ASSAM_HAILAKANDI,2003,125.0,27,35,2,29,2,30,0
ASSAM_HAILAKANDI,2004,73.0,18,25,2,4,1,23,0
ASSAM_HAILAKANDI,2005,91.0,18,33,1,6,1,32,0
ASSAM_HAILAKANDI,2006,130.0,23,48,1,9,0,49,0
ASSAM_HAILAKANDI,2007,134.0,26,30,3,15,0,60,0
ASSAM_HAILAKANDI,2008,164.0,39,52,3,8,0,62,0
ASSAM_HAILAKANDI,2009,190.0,45,44,8,12,0,81,0
ASSAM_HAILAKANDI,2010,274.0,72,54,3,16,0,129,0
ASSAM_JORHAT,2001,164.0,42,28,2,44,0,48,0
ASSAM_JORHAT,2002,149.0,36,32,0,39,0,42,0
ASSAM_JORHAT,2003,117.0,40,28,0,26,0,23,0
ASSAM_JORHAT,2004,131.0,32,32,0,32,0,35,0
ASSAM_JORHAT,2005,151.0,29,40,0,40,0,42,0
ASSAM_JORHAT,2006,178.0,30,52,0,40,0,56,0
ASSAM_JORHAT,2007,183.0,45,59,3,21,0,55,0
ASSAM_JORHAT,2008,220.0,44,41,0,59,0,76,0
ASSAM_JORHAT,2009,246.0,36,40,1,53,0,116,0
ASSAM_JORHAT,2010,325.0,51,51,0,60,0,163,0
ASSAM_KAMRUP,2001,157.0,21,65,2,42,0,27,0
ASSAM_KAMRUP,2002,190.0,41,104,2,23,0,20,0
ASSAM_KAMRUP,2003,87.0,48,23,0,6,0,10,0
ASSAM_KAMRUP,2004,265.0,59,110,3,26,0,67,0
ASSAM_KAMRUP,2005,152.0,73,53,0,26,0,0,0
ASSAM_KAMRUP,2006,280.0,37,60,10,58,0,115,0
ASSAM_KAMRUP,2007,261.0,74,36,0,7,0,144,0
ASSAM_KAMRUP,2008,293.0,36,78,3,75,0,101,0
ASSAM_KAMRUP,2009,311.0,57,108,3,35,0,108,0
ASSAM_KAMRUP,2010,395.0,51,111,5,69,0,159,0
ASSAM_KARBI ANGLONG,2001,37.0,5,15,4,5,0,8,0
ASSAM_KARBI ANGLONG,2002,28.0,5,9,2,6,0,6,0
ASSAM_KARBI ANGLONG,2003,47.0,16,13,0,14,0,4,0
ASSAM_KARBI ANGLONG,2004,41.0,14,11,0,8,0,8,0
ASSAM_KARBI ANGLONG,2005,40.0,8,15,2,4,1,10,0
ASSAM_KARBI ANGLONG,2006,54.0,14,18,2,9,0,11,0
ASSAM_KARBI ANGLONG,2007,62.0,16,15,3,10,0,18,0
ASSAM_KARBI ANGLONG,2008,52.0,16,12,1,7,0,16,0
ASSAM_KARBI ANGLONG,2009,63.0,17,14,0,9,0,23,0
ASSAM_KARBI ANGLONG,2010,82.0,19,27,0,7,0,29,0
ASSAM_KARIMGANJ,2001,81.0,33,8,1,9,0,30,0
ASSAM_KARIMGANJ,2002,116.0,23,7,6,11,0,69,0
ASSAM_KARIMGANJ,2003,162.0,29,40,5,4,0,84,0
ASSAM_KARIMGANJ,2004,142.0,32,31,8,4,0,67,0
ASSAM_KARIMGANJ,2005,145.0,28,29,9,8,0,71,0
ASSAM_KARIMGANJ,2006,171.0,44,46,4,3,0,74,0
ASSAM_KARIMGANJ,2007,186.0,49,37,13,5,0,82,0
ASSAM_KARIMGANJ,2008,177.0,19,44,5,10,0,99,0
ASSAM_KARIMGANJ,2009,190.0,26,36,12,9,0,106,1
ASSAM_KARIMGANJ,2010,241.0,36,47,10,7,0,141,0
ASSAM_KOKRAJHAR,2001,83.0,14,12,0,37,0,20,0
ASSAM_KOKRAJHAR,2002,125.0,15,18,3,51,0,38,0
ASSAM_KOKRAJHAR,2003,120.0,22,31,2,28,0,37,0
ASSAM_KOKRAJHAR,2004,145.0,33,24,2,41,0,45,0
ASSAM_KOKRAJHAR,2005,137.0,36,29,2,17,0,53,0
ASSAM_KOKRAJHAR,2006,177.0,29,39,14,26,0,69,0
ASSAM_KOKRAJHAR,2007,198.0,42,38,1,35,0,82,0
ASSAM_KOKRAJHAR,2008,157.0,55,24,4,16,0,58,0
ASSAM_KOKRAJHAR,2009,176.0,44,35,1,26,0,70,0
ASSAM_KOKRAJHAR,2010,178.0,30,58,1,3,0,86,0
ASSAM_LAKHIMPUR,2001,241.0,64,62,0,22,0,93,0
ASSAM_LAKHIMPUR,2002,381.0,69,74,0,63,0,175,0
ASSAM_LAKHIMPUR,2003,305.0,76,77,0,44,0,108,0
ASSAM_LAKHIMPUR,2004,309.0,56,94,1,46,0,112,0
ASSAM_LAKHIMPUR,2005,342.0,69,110,4,34,0,125,0
ASSAM_LAKHIMPUR,2006,326.0,79,93,6,38,0,110,0
